column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23
Visual,3,5,5,No,No,Yes,3,2,Yes,No,2,Yes,3,No,2,No,1,Yes,3,No,2,3
Auditory,5,2,1,Yes,Yes,Yes,1,5,Yes,Yes,5,No,3,Yes,4,Yes,3,No,4,Yes,2,2
Reading/Writing,2,4,2,Yes,Yes,Yes,2,2,Yes,No,5,Yes,4,Yes,2,Yes,5,Yes,2,Yes,5,1
Visual,1,3,2,No,No,No,5,5,Yes,Yes,3,No,4,No,5,No,1,No,3,No,1,2
Kinesthetics,5,1,3,No,No,No,1,1,No,Yes,4,Yes,3,No,2,No,5,Yes,1,No,5,2
Reading/Writing,3,1,3,Yes,No,Yes,4,1,Yes,Yes,1,Yes,5,Yes,1,Yes,5,No,5,No,1,1
Auditory,2,2,2,No,Yes,Yes,4,5,Yes,No,3,Yes,1,No,5,No,2,Yes,5,No,2,1
Kinesthetics,4,4,1,Yes,No,Yes,2,4,No,No,1,No,3,No,2,No,4,No,5,Yes,4,5
Reading/Writing,1,5,4,No,No,Yes,2,4,No,Yes,3,No,5,No,1,Yes,4,No,5,No,2,4
Auditory,2,3,4,No,Yes,Yes,2,3,No,Yes,3,No,5,No,3,No,5,No,1,No,3,5
Visual,2,5,3,Yes,No,No,1,3,Yes,No,3,Yes,4,Yes,4,No,2,Yes,1,Yes,5,5
Auditory,1,1,1,No,No,No,5,4,Yes,No,4,No,2,Yes,3,Yes,3,No,3,Yes,5,2
Auditory,1,3,1,Yes,No,No,1,4,No,Yes,1,Yes,3,No,2,Yes,3,Yes,4,No,5,2
Kinesthetics,1,2,1,No,Yes,Yes,3,1,No,Yes,5,No,4,No,3,Yes,4,No,5,Yes,5,1
Kinesthetics,4,4,3,No,No,Yes,2,4,Yes,No,4,Yes,4,Yes,3,Yes,1,No,2,No,3,3
Kinesthetics,3,4,1,No,No,Yes,5,5,No,Yes,1,No,2,No,4,No,4,Yes,3,Yes,5,1
Visual,2,3,4,No,Yes,No,3,3,No,No,3,Yes,4,Yes,3,Yes,1,Yes,4,Yes,1,3
Visual,3,1,3,Yes,No,No,1,1,No,No,3,Yes,1,Yes,3,Yes,2,No,1,Yes,2,4
Visual,3,5,4,Yes,No,No,4,1,Yes,No,4,No,5,Yes,2,Yes,4,No,3,Yes,2,1
Reading/Writing,4,3,4,No,No,No,2,2,No,Yes,1,Yes,3,No,4,Yes,3,Yes,3,Yes,3,5
Kinesthetics,1,2,1,No,No,Yes,5,4,Yes,Yes,1,No,3,Yes,3,No,2,Yes,1,No,4,3
Kinesthetics,1,1,5,No,No,No,3,1,Yes,Yes,1,No,3,Yes,2,Yes,3,No,2,Yes,5,3
Reading/Writing,2,2,5,Yes,Yes,No,1,2,No,No,5,Yes,3,No,2,Yes,1,Yes,4,Yes,5,1
Auditory,2,3,4,Yes,No,No,2,2,No,Yes,5,No,5,No,5,No,3,No,1,No,5,2
Kinesthetics,2,5,4,Yes,Yes,Yes,1,3,No,No,1,No,2,Yes,4,Yes,3,Yes,1,No,2,4
Visual,2,4,5,No,No,Yes,2,3,Yes,No,1,Yes,5,No,4,No,5,Yes,2,Yes,1,3
Reading/Writing,4,2,1,Yes,No,Yes,3,4,Yes,Yes,5,No,3,No,5,Yes,2,No,5,No,3,3
Kinesthetics,4,5,1,No,Yes,Yes,5,2,No,No,1,Yes,3,Yes,1,No,1,Yes,3,No,4,4
Reading/Writing,5,3,4,No,No,Yes,4,4,Yes,No,1,Yes,1,No,4,No,3,Yes,3,No,1,4
Visual,4,1,4,Yes,Yes,Yes,5,3,No,Yes,5,No,5,No,3,No,1,Yes,5,No,2,5
Kinesthetics,5,4,4,Yes,Yes,No,4,5,No,No,2,No,4,Yes,3,No,1,No,3,No,3,3
Visual,3,1,4,No,Yes,Yes,4,2,Yes,No,5,Yes,2,No,3,No,1,Yes,1,No,3,4
Reading/Writing,4,2,5,Yes,No,No,2,5,Yes,No,2,Yes,5,No,3,No,5,Yes,5,Yes,5,3
Visual,1,3,3,No,No,No,4,2,Yes,No,5,No,2,Yes,5,Yes,4,No,5,No,1,2
Auditory,2,4,3,Yes,Yes,Yes,5,1,Yes,Yes,5,No,5,No,4,No,2,Yes,3,Yes,5,5
Reading/Writing,2,3,4,No,No,No,2,5,Yes,Yes,3,Yes,1,Yes,1,No,3,Yes,3,Yes,1,1
Kinesthetics,1,2,4,No,No,No,4,1,Yes,Yes,5,No,4,Yes,5,No,3,No,1,Yes,5,4
Reading/Writing,3,5,4,No,Yes,Yes,5,4,Yes,Yes,1,No,1,Yes,5,Yes,2,Yes,5,No,5,1
Reading/Writing,5,2,3,Yes,No,No,3,3,No,No,1,No,5,Yes,4,No,2,No,4,No,1,5
Auditory,2,2,1,No,No,No,2,2,No,Yes,1,No,1,No,1,No,4,No,4,Yes,4,1
Reading/Writing,3,2,2,Yes,No,No,3,2,Yes,No,4,Yes,3,No,2,Yes,5,No,2,Yes,4,3
Reading/Writing,2,4,3,Yes,Yes,No,4,2,Yes,Yes,1,Yes,3,Yes,4,Yes,1,Yes,1,Yes,2,3
Visual,4,4,4,No,No,Yes,3,2,No,Yes,5,Yes,3,No,5,Yes,5,No,3,Yes,2,1
Auditory,1,1,3,No,Yes,Yes,1,4,Yes,Yes,5,Yes,4,No,5,Yes,2,No,3,No,1,5
Visual,2,3,2,No,No,Yes,5,2,Yes,No,5,No,1,No,4,No,5,Yes,3,No,4,4
Visual,1,1,3,No,No,Yes,2,2,No,Yes,1,No,4,No,3,Yes,2,No,2,No,4,4
Reading/Writing,1,2,2,No,Yes,No,2,4,No,Yes,2,Yes,2,No,1,Yes,2,No,3,No,4,4
Kinesthetics,2,3,3,No,Yes,No,3,5,No,No,5,No,2,No,2,No,2,Yes,1,No,5,1
Reading/Writing,1,4,1,Yes,No,No,3,3,Yes,Yes,3,No,5,No,2,No,5,No,1,No,3,2
Auditory,5,5,2,No,No,Yes,5,5,No,No,1,No,2,Yes,2,Yes,2,No,5,Yes,1,2
Reading/Writing,5,2,2,Yes,Yes,Yes,5,2,No,No,4,Yes,5,No,3,Yes,3,Yes,1,No,4,3
Kinesthetics,4,5,2,Yes,Yes,Yes,5,1,Yes,No,3,No,5,Yes,3,Yes,5,No,4,Yes,5,1
Visual,4,1,1,No,No,Yes,1,3,No,No,5,No,3,Yes,5,Yes,1,No,3,No,1,4
Visual,5,2,1,No,Yes,Yes,1,3,Yes,Yes,4,Yes,4,Yes,3,Yes,4,Yes,3,Yes,2,1
Reading/Writing,3,1,3,No,No,No,5,1,No,Yes,5,No,5,No,4,No,3,Yes,2,No,5,4
Auditory,2,3,4,No,No,Yes,4,4,No,Yes,1,No,4,No,2,No,1,Yes,1,Yes,2,2
Reading/Writing,4,5,4,No,No,Yes,2,3,Yes,No,3,No,1,No,4,Yes,5,No,1,No,5,5
Auditory,5,3,3,Yes,Yes,No,3,1,Yes,No,2,Yes,1,No,3,No,5,Yes,5,No,1,4
Kinesthetics,1,3,5,No,Yes,Yes,2,2,Yes,No,2,Yes,3,Yes,4,Yes,1,Yes,2,Yes,4,3
Kinesthetics,1,3,5,No,No,Yes,2,4,No,Yes,1,Yes,5,No,4,Yes,2,Yes,2,No,4,3
Auditory,1,5,4,No,Yes,No,3,4,No,No,2,Yes,5,No,4,No,4,Yes,4,Yes,3,2
Visual,1,4,5,No,No,No,2,2,Yes,Yes,2,No,1,Yes,1,No,4,Yes,1,Yes,4,5
Kinesthetics,4,5,5,No,No,No,4,3,No,Yes,1,No,2,No,5,Yes,2,No,4,Yes,5,3
Auditory,4,4,3,Yes,Yes,No,1,4,No,Yes,1,Yes,5,No,5,No,4,No,1,No,5,5
Visual,5,3,4,No,No,No,4,3,No,No,1,Yes,5,No,3,Yes,1,Yes,2,Yes,4,1
Kinesthetics,1,5,2,No,No,No,5,4,Yes,Yes,1,Yes,5,No,3,No,1,Yes,4,Yes,3,5
Auditory,1,1,1,Yes,No,No,3,1,No,Yes,5,Yes,3,No,4,No,2,No,4,No,5,5
Auditory,4,3,3,Yes,Yes,No,1,1,Yes,Yes,1,Yes,3,No,3,No,4,Yes,4,No,1,3
Reading/Writing,3,1,1,Yes,No,Yes,5,1,No,No,2,No,4,No,1,Yes,2,No,4,No,2,3
Reading/Writing,1,5,5,Yes,Yes,Yes,4,2,Yes,Yes,3,No,1,No,1,Yes,3,Yes,2,Yes,3,3
Reading/Writing,2,5,3,No,Yes,Yes,1,2,Yes,Yes,4,Yes,4,Yes,4,Yes,3,No,3,No,2,4
Kinesthetics,3,2,1,No,Yes,No,3,5,Yes,No,2,No,2,No,5,Yes,2,Yes,1,Yes,1,4
Auditory,5,4,2,No,Yes,No,2,2,No,Yes,5,Yes,1,No,4,No,4,No,2,No,4,3
Visual,2,3,2,No,Yes,Yes,3,4,No,Yes,3,Yes,5,Yes,3,No,5,No,3,Yes,2,4
Kinesthetics,4,1,3,No,No,No,1,3,No,No,2,No,5,No,5,Yes,2,No,5,Yes,5,5
Visual,3,4,2,No,No,No,1,4,No,No,3,Yes,1,No,1,No,2,No,3,No,5,5
Kinesthetics,3,2,3,No,No,Yes,4,1,No,Yes,3,No,1,Yes,4,No,2,No,5,No,1,2
Reading/Writing,5,2,3,No,Yes,Yes,1,1,Yes,Yes,5,Yes,5,Yes,5,No,2,Yes,2,Yes,5,3
Reading/Writing,3,4,3,No,Yes,No,3,1,Yes,No,4,No,2,Yes,2,No,3,No,5,Yes,4,1
Reading/Writing,4,3,4,No,Yes,Yes,2,5,No,Yes,1,Yes,3,Yes,5,No,4,No,3,No,5,1
